project_id,project_name,project_type,implementing_agency,state,district,scenario,land_required_ha,land_to_acquire_ha,total_parcels,affected_families,vulnerable_families,date_initiation,terrain_type,urban_rural,forest_involved,proximity_km_to_urban
SYN-00710,Synthetic Railway Project 00710,Railway,Railway,Bihar,BIH-15,NORMAL,17.0988,15.155,287,218,37,2022-05-06,Hilly,Rural,0,8.768
SYN-00711,Synthetic National Highway Project 00711,National Highway,Irrigation Department,Assam,ASS-19,RECOVERY,33.9363,26.427,478,186,43,2019-07-01,Riverine,Semi-Urban,0,38.27
SYN-00712,Synthetic Urban Infrastructure Project 00712,Urban Infrastructure,Power Utility,Assam,ASS-38,MULTI_FACTOR_DELAY,134.9659,82.7735,1980,670,42,2023-12-02,Plain,Rural,0,30.865
SYN-00713,Synthetic Transmission Project 00713,Transmission,NHAI,Uttar Pradesh,UTT-05,LEGAL_DELAY,38.5189,29.3304,302,228,53,2022-11-20,Rolling,Semi-Urban,0,5.599
SYN-00714,Synthetic Transmission Project 00714,Transmission,NHIDCL,Odisha,ODI-36,MULTI_FACTOR_DELAY,11.6984,10.6288,85,42,10,2023-08-27,Coastal,Rural,0,26.915
SYN-00715,Synthetic National Highway Project 00715,National Highway,Power Utility,Madhya Pradesh,MAD-35,MULTI_FACTOR_DELAY,24.8864,21.6428,492,306,72,2025-11-07,Coastal,Semi-Urban,0,30.429
SYN-00716,Synthetic Railway Project 00716,Railway,NHIDCL,Bihar,BIH-36,RECOVERY,18.3997,14.0275,286,102,15,2022-04-19,Rolling,Rural,0,8.773
SYN-00717,Synthetic Industrial Corridor Project 00717,Industrial Corridor,Railway,West Bengal,WES-29,NORMAL,19.1081,16.5761,183,72,18,2020-10-05,Hilly,Rural,0,5.694
SYN-00718,Synthetic Irrigation Project 00718,Irrigation,Power Utility,Jharkhand,JHA-09,NORMAL,50.6065,30.3733,364,201,48,2024-01-24,Plain,Urban,0,34.431
SYN-00719,Synthetic Railway Project 00719,Railway,NHAI,Bihar,BIH-28,NORMAL,9.4252,8.2441,89,60,6,2022-10-19,Coastal,Rural,1,77.483
SYN-00720,Synthetic Industrial Corridor Project 00720,Industrial Corridor,Railway,Jharkhand,JHA-31,NORMAL,5.4674,3.7638,38,18,2,2019-11-24,Coastal,Rural,0,68.777
SYN-00721,Synthetic Transmission Project 00721,Transmission,Power Utility,Jharkhand,JHA-14,NORMAL,29.063,26.2693,568,158,23,2020-03-08,Coastal,Urban,0,14.037
SYN-00722,Synthetic Railway Project 00722,Railway,Railway,Maharashtra,MAH-24,NORMAL,22.1955,13.3236,427,120,31,2020-07-16,Riverine,Rural,0,44.544
SYN-00723,Synthetic Railway Project 00723,Railway,Power Utility,Maharashtra,MAH-12,NORMAL,25.7488,16.4703,428,331,35,2025-03-24,Coastal,Rural,0,37.732
SYN-00724,Synthetic Irrigation Project 00724,Irrigation,Power Utility,West Bengal,WES-24,NORMAL,5.8826,5.2323,78,18,4,2025-11-28,Hilly,Rural,0,9.201
SYN-00725,Synthetic Transmission Project 00725,Transmission,Railway,Maharashtra,MAH-37,RNR_DELAY,17.1844,10.4628,225,49,11,2025-02-10,Rolling,Rural,0,39.609
SYN-00726,Synthetic Urban Infrastructure Project 00726,Urban Infrastructure,State PWD,Bihar,BIH-11,RNR_DELAY,146.6249,100.937,2431,607,153,2024-03-16,Hilly,Semi-Urban,0,68.676
SYN-00727,Synthetic Industrial Corridor Project 00727,Industrial Corridor,State PWD,Assam,ASS-09,NORMAL,14.4423,12.4226,212,69,5,2024-03-19,Coastal,Semi-Urban,0,45.75
SYN-00728,Synthetic National Highway Project 00728,National Highway,Power Utility,West Bengal,WES-27,NORMAL,13.2687,9.3914,181,66,5,2025-11-12,Rolling,Rural,0,74.227
SYN-00729,Synthetic Railway Project 00729,Railway,NHIDCL,West Bengal,WES-19,NORMAL,12.3583,12.0454,165,61,4,2020-04-25,Coastal,Semi-Urban,0,41.052
SYN-00730,Synthetic National Highway Project 00730,National Highway,Power Utility,Odisha,ODI-37,RNR_DELAY,34.4211,25.3678,478,114,10,2021-12-21,Riverine,Rural,1,73.656
SYN-00731,Synthetic Urban Infrastructure Project 00731,Urban Infrastructure,NHAI,Uttar Pradesh,UTT-26,MULTI_FACTOR_DELAY,29.9069,24.653,242,158,26,2019-03-12,Rolling,Rural,0,76.033
SYN-00732,Synthetic Irrigation Project 00732,Irrigation,Power Utility,Assam,ASS-15,NORMAL,19.0952,17.0998,324,145,18,2024-01-14,Rolling,Urban,0,30.3
SYN-00733,Synthetic Urban Infrastructure Project 00733,Urban Infrastructure,Power Utility,West Bengal,WES-27,ADMINISTRATIVE_BOTTLENECK,9.3956,6.5317,181,103,5,2021-01-31,Rolling,Urban,0,46.538
SYN-00734,Synthetic Irrigation Project 00734,Irrigation,NHIDCL,Uttar Pradesh,UTT-19,NORMAL,14.5441,13.426,262,206,54,2022-10-31,Plain,Rural,0,7.454
SYN-00735,Synthetic Irrigation Project 00735,Irrigation,NHAI,Odisha,ODI-38,ADMINISTRATIVE_BOTTLENECK,5.0,3.639,28,14,1,2019-07-08,Coastal,Semi-Urban,0,74.541
SYN-00736,Synthetic Transmission Project 00736,Transmission,Power Utility,Odisha,ODI-12,RECOVERY,31.9896,25.539,308,180,42,2022-01-24,Rolling,Rural,0,69.599
SYN-00737,Synthetic Industrial Corridor Project 00737,Industrial Corridor,Railway,Assam,ASS-24,RNR_DELAY,41.1796,32.4047,279,108,13,2020-03-28,Riverine,Urban,0,49.8
SYN-00738,Synthetic National Highway Project 00738,National Highway,Irrigation Department,West Bengal,WES-33,ADMINISTRATIVE_BOTTLENECK,81.772,72.4763,1511,390,96,2023-10-31,Hilly,Rural,0,35.127
SYN-00739,Synthetic Irrigation Project 00739,Irrigation,Railway,Uttar Pradesh,UTT-25,RECOVERY,33.8073,21.2675,485,358,35,2025-01-23,Plain,Semi-Urban,1,43.887
SYN-00740,Synthetic Urban Infrastructure Project 00740,Urban Infrastructure,State PWD,West Bengal,WES-21,COMPENSATION_DELAY,23.1138,18.3903,235,150,16,2020-02-03,Coastal,Semi-Urban,0,16.598
SYN-00741,Synthetic Industrial Corridor Project 00741,Industrial Corridor,Irrigation Department,Odisha,ODI-04,LEGAL_DELAY,49.9535,49.6284,713,456,51,2021-01-20,Plain,Urban,0,3.4
SYN-00742,Synthetic Transmission Project 00742,Transmission,NHAI,Jharkhand,JHA-04,MULTI_FACTOR_DELAY,43.6926,32.3803,684,320,48,2025-07-28,Rolling,Urban,1,22.617
SYN-00743,Synthetic National Highway Project 00743,National Highway,Railway,Maharashtra,MAH-26,NORMAL,13.5611,10.9195,168,108,16,2020-12-12,Riverine,Semi-Urban,0,17.328
SYN-00744,Synthetic National Highway Project 00744,National Highway,State PWD,Uttar Pradesh,UTT-29,RECOVERY,5.6893,5.5747,90,66,10,2025-12-23,Plain,Urban,0,18.713
SYN-00745,Synthetic Transmission Project 00745,Transmission,Irrigation Department,Jharkhand,JHA-27,NORMAL,42.1672,35.9281,444,203,31,2021-04-10,Plain,Rural,0,50.127
SYN-00746,Synthetic Industrial Corridor Project 00746,Industrial Corridor,Railway,Uttar Pradesh,UTT-08,ADMINISTRATIVE_BOTTLENECK,7.4464,5.409,86,67,6,2022-01-10,Plain,Semi-Urban,0,59.977
SYN-00747,Synthetic Transmission Project 00747,Transmission,State PWD,West Bengal,WES-34,RECOVERY,5.0,3.865,83,44,3,2022-05-08,Hilly,Semi-Urban,0,40.469
SYN-00748,Synthetic Railway Project 00748,Railway,Irrigation Department,Maharashtra,MAH-27,COMPENSATION_DELAY,6.9699,4.7961,114,77,21,2021-07-13,Riverine,Rural,0,21.514
SYN-00749,Synthetic Urban Infrastructure Project 00749,Urban Infrastructure,NHAI,Maharashtra,MAH-33,NORMAL,19.6001,19.3797,145,33,9,2024-01-29,Hilly,Urban,0,63.237
SYN-00750,Synthetic Urban Infrastructure Project 00750,Urban Infrastructure,Power Utility,Jharkhand,JHA-29,RNR_DELAY,6.474,6.2847,89,67,4,2019-11-28,Hilly,Rural,0,67.21
SYN-00751,Synthetic Irrigation Project 00751,Irrigation,Irrigation Department,Assam,ASS-25,RNR_DELAY,162.7481,99.2761,1580,479,118,2024-11-16,Riverine,Urban,0,57.189
SYN-00752,Synthetic Industrial Corridor Project 00752,Industrial Corridor,Irrigation Department,Assam,ASS-08,ADMINISTRATIVE_BOTTLENECK,10.3415,8.1117,187,54,5,2024-04-30,Coastal,Rural,1,19.053
SYN-00753,Synthetic Railway Project 00753,Railway,NHIDCL,Madhya Pradesh,MAD-17,NORMAL,6.6323,6.3437,107,64,18,2024-07-20,Hilly,Rural,0,17.203
SYN-00754,Synthetic Industrial Corridor Project 00754,Industrial Corridor,NHAI,Odisha,ODI-12,RECOVERY,12.9606,12.1547,161,79,10,2021-02-13,Coastal,Urban,0,70.524
SYN-00755,Synthetic Industrial Corridor Project 00755,Industrial Corridor,NHAI,Assam,ASS-16,NORMAL,10.3851,7.2442,202,47,5,2023-01-09,Hilly,Rural,0,32.548
SYN-00756,Synthetic Irrigation Project 00756,Irrigation,Irrigation Department,Madhya Pradesh,MAD-21,DOCUMENTATION_DELAY,76.8612,60.2015,883,312,75,2019-05-08,Coastal,Rural,0,2.46
SYN-00757,Synthetic Railway Project 00757,Railway,NHAI,Bihar,BIH-08,ADMINISTRATIVE_BOTTLENECK,9.261,6.8919,146,46,2,2019-06-01,Riverine,Rural,0,26.408
SYN-00758,Synthetic Urban Infrastructure Project 00758,Urban Infrastructure,Railway,Uttar Pradesh,UTT-31,ADMINISTRATIVE_BOTTLENECK,44.0456,33.9144,374,130,20,2025-11-09,Rolling,Semi-Urban,0,24.833
SYN-00759,Synthetic National Highway Project 00759,National Highway,State PWD,Odisha,ODI-08,MULTI_FACTOR_DELAY,9.6376,6.6962,54,14,4,2024-06-04,Hilly,Urban,0,64.023
SYN-00760,Synthetic Irrigation Project 00760,Irrigation,Irrigation Department,Madhya Pradesh,MAD-27,NORMAL,12.9228,9.7027,72,23,4,2022-11-11,Coastal,Rural,1,19.842
SYN-00761,Synthetic Industrial Corridor Project 00761,Industrial Corridor,Irrigation Department,Assam,ASS-29,ADMINISTRATIVE_BOTTLENECK,25.4552,17.0944,494,374,74,2022-09-11,Coastal,Urban,0,19.133
SYN-00762,Synthetic Irrigation Project 00762,Irrigation,NHIDCL,West Bengal,WES-01,COMPENSATION_DELAY,22.5309,17.4152,219,136,10,2021-04-01,Coastal,Semi-Urban,0,17.675
SYN-00763,Synthetic Urban Infrastructure Project 00763,Urban Infrastructure,NHAI,Jharkhand,JHA-35,NORMAL,15.1414,13.2499,235,147,28,2020-01-14,Hilly,Semi-Urban,0,20.811
SYN-00764,Synthetic Industrial Corridor Project 00764,Industrial Corridor,NHAI,Madhya Pradesh,MAD-39,LEGAL_DELAY,21.6739,18.7463,108,62,12,2023-02-07,Coastal,Rural,0,58.654
SYN-00765,Synthetic National Highway Project 00765,National Highway,Railway,Uttar Pradesh,UTT-21,ADMINISTRATIVE_BOTTLENECK,31.0525,21.3508,269,175,44,2022-07-21,Hilly,Semi-Urban,0,21.579
SYN-00766,Synthetic Railway Project 00766,Railway,NHIDCL,West Bengal,WES-15,NORMAL,11.3228,8.2672,66,28,3,2023-05-31,Rolling,Semi-Urban,0,73.936
SYN-00767,Synthetic Industrial Corridor Project 00767,Industrial Corridor,NHAI,Odisha,ODI-01,NORMAL,41.3886,38.7701,752,514,65,2020-11-07,Plain,Rural,0,77.622
SYN-00768,Synthetic National Highway Project 00768,National Highway,NHAI,Maharashtra,MAH-34,MULTI_FACTOR_DELAY,37.4037,24.9207,497,361,105,2021-11-06,Plain,Rural,0,7.338
SYN-00769,Synthetic Transmission Project 00769,Transmission,NHAI,West Bengal,WES-30,RECOVERY,7.8038,7.7932,93,25,4,2020-04-23,Riverine,Semi-Urban,1,3.252
SYN-00770,Synthetic Urban Infrastructure Project 00770,Urban Infrastructure,Power Utility,Uttar Pradesh,UTT-31,RECOVERY,8.3528,5.0167,93,42,3,2023-08-06,Hilly,Rural,0,37.456
SYN-00771,Synthetic Railway Project 00771,Railway,Power Utility,Assam,ASS-33,NORMAL,14.4237,8.9736,76,41,7,2022-12-27,Plain,Urban,1,71.058
SYN-00772,Synthetic Industrial Corridor Project 00772,Industrial Corridor,Power Utility,Madhya Pradesh,MAD-30,NORMAL,6.0942,5.7889,55,32,4,2021-04-18,Coastal,Semi-Urban,0,26.161
SYN-00773,Synthetic Transmission Project 00773,Transmission,NHIDCL,West Bengal,WES-27,COMPENSATION_DELAY,7.2177,4.9289,124,70,15,2019-12-30,Hilly,Rural,0,52.038
SYN-00774,Synthetic National Highway Project 00774,National Highway,NHIDCL,Uttar Pradesh,UTT-36,NORMAL,10.6699,6.465,60,24,1,2022-07-28,Rolling,Urban,0,61.214
SYN-00775,Synthetic Transmission Project 00775,Transmission,Power Utility,Uttar Pradesh,UTT-15,ADMINISTRATIVE_BOTTLENECK,7.1193,4.4123,120,79,5,2023-07-09,Rolling,Rural,0,48.008
SYN-00776,Synthetic Railway Project 00776,Railway,NHAI,Jharkhand,JHA-06,RNR_DELAY,58.9426,36.7246,568,309,24,2024-12-25,Coastal,Rural,0,74.132
SYN-00777,Synthetic Irrigation Project 00777,Irrigation,State PWD,Bihar,BIH-33,NORMAL,48.8424,47.7693,464,176,35,2022-03-01,Rolling,Rural,0,49.706
SYN-00778,Synthetic Railway Project 00778,Railway,NHAI,Jharkhand,JHA-22,DOCUMENTATION_DELAY,17.5194,15.4955,165,111,30,2020-03-03,Coastal,Semi-Urban,0,28.173
SYN-00779,Synthetic Irrigation Project 00779,Irrigation,Railway,Assam,ASS-27,DOCUMENTATION_DELAY,47.511,38.2534,362,112,19,2023-11-14,Riverine,Semi-Urban,0,10.835
SYN-00780,Synthetic Urban Infrastructure Project 00780,Urban Infrastructure,State PWD,Uttar Pradesh,UTT-10,MULTI_FACTOR_DELAY,18.3457,14.3546,287,170,18,2025-03-22,Coastal,Rural,0,43.021
SYN-00781,Synthetic Railway Project 00781,Railway,NHIDCL,Odisha,ODI-27,COMPENSATION_DELAY,13.0671,12.5509,237,106,15,2022-06-12,Rolling,Rural,0,17.99
SYN-00782,Synthetic Irrigation Project 00782,Irrigation,Power Utility,Assam,ASS-22,NORMAL,5.0,4.166,47,23,2,2019-08-22,Rolling,Rural,0,27.776
SYN-00783,Synthetic Transmission Project 00783,Transmission,Railway,Maharashtra,MAH-33,LEGAL_DELAY,64.6897,46.5984,691,144,14,2022-12-13,Riverine,Semi-Urban,0,17.613
SYN-00784,Synthetic Transmission Project 00784,Transmission,NHAI,Assam,ASS-26,COMPENSATION_DELAY,15.3745,11.3786,306,147,12,2025-07-15,Riverine,Rural,0,61.988
SYN-00785,Synthetic Industrial Corridor Project 00785,Industrial Corridor,NHIDCL,Assam,ASS-06,NORMAL,23.966,22.5713,203,99,8,2020-09-15,Coastal,Rural,0,8.488
SYN-00786,Synthetic National Highway Project 00786,National Highway,State PWD,Madhya Pradesh,MAD-36,ADMINISTRATIVE_BOTTLENECK,25.9436,17.9958,416,263,62,2021-09-15,Hilly,Semi-Urban,0,15.93
SYN-00787,Synthetic National Highway Project 00787,National Highway,Railway,Bihar,BIH-27,MULTI_FACTOR_DELAY,5.0,4.0756,56,18,5,2023-03-10,Rolling,Rural,0,49.573
SYN-00788,Synthetic Irrigation Project 00788,Irrigation,Power Utility,West Bengal,WES-03,MULTI_FACTOR_DELAY,16.1877,14.4972,104,62,14,2023-03-07,Riverine,Semi-Urban,0,26.335
SYN-00789,Synthetic Irrigation Project 00789,Irrigation,NHAI,Assam,ASS-24,NORMAL,24.0822,19.0539,248,120,33,2020-10-29,Rolling,Rural,0,72.719
SYN-00790,Synthetic Irrigation Project 00790,Irrigation,Irrigation Department,Uttar Pradesh,UTT-32,RNR_DELAY,11.1251,7.7927,129,57,6,2020-09-14,Hilly,Rural,1,6.836
SYN-00791,Synthetic National Highway Project 00791,National Highway,Railway,Bihar,BIH-33,NORMAL,40.5834,33.2386,518,202,32,2021-10-02,Riverine,Rural,0,42.664
SYN-00792,Synthetic National Highway Project 00792,National Highway,State PWD,Madhya Pradesh,MAD-34,RECOVERY,5.682,3.4524,107,80,14,2024-09-16,Plain,Rural,0,25.625
SYN-00793,Synthetic National Highway Project 00793,National Highway,NHIDCL,Madhya Pradesh,MAD-28,COMPENSATION_DELAY,26.3242,19.5975,223,98,20,2021-03-25,Rolling,Rural,1,57.522
SYN-00794,Synthetic Industrial Corridor Project 00794,Industrial Corridor,Railway,Uttar Pradesh,UTT-06,NORMAL,10.2257,9.819,134,53,6,2022-05-30,Hilly,Rural,0,40.322
SYN-00795,Synthetic Irrigation Project 00795,Irrigation,NHAI,Maharashtra,MAH-39,RECOVERY,23.1453,21.7317,132,89,21,2021-07-06,Coastal,Rural,0,43.343
SYN-00796,Synthetic Industrial Corridor Project 00796,Industrial Corridor,NHAI,Maharashtra,MAH-14,RECOVERY,33.6677,29.8439,404,302,86,2022-04-16,Riverine,Rural,0,35.22
SYN-00797,Synthetic Irrigation Project 00797,Irrigation,Railway,West Bengal,WES-19,RECOVERY,21.4656,15.2621,209,112,14,2022-09-05,Plain,Rural,1,59.182
SYN-00798,Synthetic Transmission Project 00798,Transmission,NHIDCL,Bihar,BIH-09,NORMAL,13.4399,8.2045,207,87,11,2022-07-12,Riverine,Rural,0,45.938
SYN-00799,Synthetic Industrial Corridor Project 00799,Industrial Corridor,Railway,West Bengal,WES-24,NORMAL,24.225,17.1319,288,222,35,2024-01-07,Hilly,Semi-Urban,0,43.845
SYN-00800,Synthetic Railway Project 00800,Railway,NHAI,Jharkhand,JHA-34,RNR_DELAY,26.0797,21.6842,518,399,57,2022-09-28,Hilly,Rural,0,62.545
SYN-00801,Synthetic Urban Infrastructure Project 00801,Urban Infrastructure,Railway,West Bengal,WES-10,ADMINISTRATIVE_BOTTLENECK,69.5461,45.6227,1214,656,175,2023-12-25,Hilly,Urban,1,73.885
SYN-00802,Synthetic Railway Project 00802,Railway,Railway,Maharashtra,MAH-19,NORMAL,9.4421,8.5414,82,36,7,2020-02-01,Hilly,Rural,0,26.202
SYN-00803,Synthetic Railway Project 00803,Railway,NHAI,Jharkhand,JHA-19,MULTI_FACTOR_DELAY,11.0656,10.9057,190,39,3,2022-09-16,Coastal,Rural,0,7.82
SYN-00804,Synthetic Industrial Corridor Project 00804,Industrial Corridor,State PWD,Jharkhand,JHA-37,RECOVERY,44.8343,41.8322,729,397,38,2019-07-15,Coastal,Rural,0,36.591
SYN-00805,Synthetic Industrial Corridor Project 00805,Industrial Corridor,NHAI,Maharashtra,MAH-10,MULTI_FACTOR_DELAY,22.1161,14.5473,430,113,23,2022-12-07,Rolling,Urban,0,75.606
SYN-00806,Synthetic Railway Project 00806,Railway,NHAI,Assam,ASS-06,RNR_DELAY,23.3852,15.8313,435,200,31,2019-12-17,Riverine,Semi-Urban,0,72.144
SYN-00807,Synthetic National Highway Project 00807,National Highway,NHAI,Bihar,BIH-01,NORMAL,10.1982,6.6032,158,96,8,2024-05-28,Plain,Rural,0,24.8
SYN-00808,Synthetic National Highway Project 00808,National Highway,NHAI,Bihar,BIH-33,NORMAL,42.7442,31.8286,585,334,99,2020-10-11,Plain,Urban,0,57.498
SYN-00809,Synthetic Transmission Project 00809,Transmission,State PWD,Madhya Pradesh,MAD-07,NORMAL,52.7444,42.2674,806,564,108,2025-07-26,Hilly,Rural,0,47.274
SYN-00810,Synthetic Urban Infrastructure Project 00810,Urban Infrastructure,NHAI,Assam,ASS-34,NORMAL,11.8255,8.9059,90,54,15,2023-04-03,Hilly,Rural,0,12.676
SYN-00811,Synthetic Transmission Project 00811,Transmission,NHIDCL,Jharkhand,JHA-08,LEGAL_DELAY,8.9791,7.3092,59,45,5,2021-01-05,Rolling,Rural,0,57.545
SYN-00812,Synthetic National Highway Project 00812,National Highway,Power Utility,Assam,ASS-15,ADMINISTRATIVE_BOTTLENECK,23.9885,22.9469,125,83,24,2023-09-12,Riverine,Rural,0,22.849
SYN-00813,Synthetic Transmission Project 00813,Transmission,Power Utility,Uttar Pradesh,UTT-33,RNR_DELAY,23.4701,16.1824,155,43,12,2025-08-31,Coastal,Urban,0,64.313
SYN-00814,Synthetic Transmission Project 00814,Transmission,State PWD,Uttar Pradesh,UTT-14,MULTI_FACTOR_DELAY,34.0396,20.5401,673,173,47,2023-06-18,Coastal,Rural,0,70.189
SYN-00815,Synthetic Irrigation Project 00815,Irrigation,Railway,Madhya Pradesh,MAD-32,NORMAL,11.2631,7.6077,222,78,6,2019-06-01,Riverine,Semi-Urban,1,73.058
SYN-00816,Synthetic Irrigation Project 00816,Irrigation,NHIDCL,Maharashtra,MAH-13,ADMINISTRATIVE_BOTTLENECK,111.2952,94.7689,576,336,95,2025-10-19,Plain,Urban,0,3.047
SYN-00817,Synthetic Transmission Project 00817,Transmission,State PWD,Odisha,ODI-36,RECOVERY,7.3444,5.4342,131,55,7,2020-06-02,Rolling,Rural,0,20.553
SYN-00818,Synthetic Urban Infrastructure Project 00818,Urban Infrastructure,NHIDCL,Odisha,ODI-13,NORMAL,14.0885,8.954,237,59,12,2025-07-07,Coastal,Rural,1,51.609
SYN-00819,Synthetic Transmission Project 00819,Transmission,Irrigation Department,West Bengal,WES-28,ADMINISTRATIVE_BOTTLENECK,24.0955,23.301,164,77,17,2021-07-16,Riverine,Rural,0,27.423
SYN-00820,Synthetic Irrigation Project 00820,Irrigation,State PWD,Maharashtra,MAH-16,DOCUMENTATION_DELAY,51.5605,35.9545,449,338,82,2020-01-15,Coastal,Rural,0,32.357
SYN-00821,Synthetic Railway Project 00821,Railway,Railway,Uttar Pradesh,UTT-02,COMPENSATION_DELAY,9.4553,6.6202,179,69,13,2021-06-22,Riverine,Rural,0,48.485
SYN-00822,Synthetic Irrigation Project 00822,Irrigation,Railway,Jharkhand,JHA-25,NORMAL,21.1411,19.1924,398,138,29,2024-07-09,Plain,Urban,0,27.777
SYN-00823,Synthetic Industrial Corridor Project 00823,Industrial Corridor,State PWD,Assam,ASS-07,RNR_DELAY,39.0167,35.8815,449,104,27,2020-11-01,Coastal,Semi-Urban,0,13.128
SYN-00824,Synthetic Railway Project 00824,Railway,Railway,Assam,ASS-07,MULTI_FACTOR_DELAY,17.21,16.8277,193,120,13,2022-11-26,Coastal,Rural,0,78.918
SYN-00825,Synthetic Industrial Corridor Project 00825,Industrial Corridor,NHIDCL,Jharkhand,JHA-33,COMPENSATION_DELAY,23.6567,19.1765,204,67,6,2024-12-12,Hilly,Rural,1,78.805
SYN-00826,Synthetic Irrigation Project 00826,Irrigation,NHIDCL,Bihar,BIH-33,NORMAL,21.6166,15.2405,409,231,54,2022-12-24,Hilly,Rural,0,63.355
SYN-00827,Synthetic Irrigation Project 00827,Irrigation,Power Utility,Odisha,ODI-20,NORMAL,9.2572,8.4037,147,80,22,2025-01-01,Plain,Semi-Urban,0,16.053
SYN-00828,Synthetic National Highway Project 00828,National Highway,NHIDCL,Jharkhand,JHA-27,RECOVERY,15.3454,11.2593,98,58,5,2019-05-29,Plain,Rural,0,16.804
SYN-00829,Synthetic National Highway Project 00829,National Highway,NHIDCL,Maharashtra,MAH-04,NORMAL,12.9193,11.8643,199,75,21,2021-11-10,Plain,Urban,0,14.433
SYN-00830,Synthetic Irrigation Project 00830,Irrigation,Irrigation Department,Maharashtra,MAH-27,NORMAL,13.1965,13.0861,140,46,14,2024-01-20,Rolling,Semi-Urban,0,59.077
SYN-00831,Synthetic Urban Infrastructure Project 00831,Urban Infrastructure,NHAI,Assam,ASS-02,RECOVERY,11.0731,9.4211,70,50,6,2019-04-04,Plain,Urban,0,40.398
SYN-00832,Synthetic Industrial Corridor Project 00832,Industrial Corridor,NHIDCL,Odisha,ODI-29,COMPENSATION_DELAY,14.7555,14.2143,172,80,17,2023-07-02,Coastal,Rural,0,38.335
SYN-00833,Synthetic Industrial Corridor Project 00833,Industrial Corridor,Railway,Odisha,ODI-18,MULTI_FACTOR_DELAY,154.7499,130.6439,2507,1638,287,2022-10-21,Coastal,Semi-Urban,1,66.535
SYN-00834,Synthetic National Highway Project 00834,National Highway,State PWD,Jharkhand,JHA-16,ADMINISTRATIVE_BOTTLENECK,25.1826,17.2182,271,121,9,2024-05-11,Hilly,Urban,0,30.397
SYN-00835,Synthetic Urban Infrastructure Project 00835,Urban Infrastructure,Power Utility,Assam,ASS-04,DOCUMENTATION_DELAY,13.3403,12.7343,122,46,12,2023-02-04,Plain,Semi-Urban,0,56.645
SYN-00836,Synthetic National Highway Project 00836,National Highway,NHIDCL,Assam,ASS-22,ADMINISTRATIVE_BOTTLENECK,21.8879,14.0791,386,291,47,2024-03-12,Rolling,Rural,0,14.987
SYN-00837,Synthetic Railway Project 00837,Railway,Railway,West Bengal,WES-05,ADMINISTRATIVE_BOTTLENECK,14.0503,13.3698,166,56,16,2019-08-27,Coastal,Rural,0,72.78
SYN-00838,Synthetic Urban Infrastructure Project 00838,Urban Infrastructure,NHAI,Assam,ASS-10,NORMAL,5.7232,5.5008,63,18,2,2019-12-15,Rolling,Rural,0,48.733
SYN-00839,Synthetic Irrigation Project 00839,Irrigation,Power Utility,Jharkhand,JHA-06,NORMAL,38.5978,34.9558,267,59,15,2022-10-08,Rolling,Rural,0,68.892
SYN-00840,Synthetic National Highway Project 00840,National Highway,Power Utility,Madhya Pradesh,MAD-24,COMPENSATION_DELAY,58.8624,45.3392,327,235,36,2024-12-12,Rolling,Semi-Urban,0,41.493
SYN-00841,Synthetic Irrigation Project 00841,Irrigation,NHAI,Bihar,BIH-34,NORMAL,23.4137,18.6669,382,270,38,2024-08-20,Hilly,Urban,1,26.156
SYN-00842,Synthetic Irrigation Project 00842,Irrigation,NHIDCL,Bihar,BIH-11,DOCUMENTATION_DELAY,5.0,4.4867,63,50,6,2022-09-04,Coastal,Rural,0,40.501
SYN-00843,Synthetic Transmission Project 00843,Transmission,NHIDCL,Jharkhand,JHA-21,DOCUMENTATION_DELAY,58.5392,46.8953,1112,659,74,2020-12-15,Hilly,Urban,0,43.826
SYN-00844,Synthetic Irrigation Project 00844,Irrigation,NHIDCL,West Bengal,WES-34,RNR_DELAY,7.102,6.7372,139,68,12,2021-11-28,Coastal,Urban,0,56.69
SYN-00845,Synthetic Railway Project 00845,Railway,Irrigation Department,Jharkhand,JHA-31,MULTI_FACTOR_DELAY,9.2725,5.747,165,94,22,2023-02-06,Plain,Urban,0,51.943
SYN-00846,Synthetic Irrigation Project 00846,Irrigation,Railway,Bihar,BIH-15,NORMAL,11.8218,8.591,105,32,7,2024-06-16,Coastal,Rural,1,69.499
SYN-00847,Synthetic Industrial Corridor Project 00847,Industrial Corridor,Irrigation Department,Bihar,BIH-14,NORMAL,73.4439,69.3744,682,166,17,2024-07-23,Riverine,Rural,0,59.115
SYN-00848,Synthetic Railway Project 00848,Railway,Irrigation Department,Assam,ASS-39,RECOVERY,6.3993,6.273,95,19,1,2020-06-25,Coastal,Urban,0,20.646
SYN-00849,Synthetic Urban Infrastructure Project 00849,Urban Infrastructure,State PWD,Maharashtra,MAH-23,NORMAL,14.1801,13.4304,168,61,16,2021-08-22,Riverine,Rural,0,18.471
SYN-00850,Synthetic Industrial Corridor Project 00850,Industrial Corridor,NHIDCL,Uttar Pradesh,UTT-28,COMPENSATION_DELAY,25.191,20.0599,221,87,20,2021-11-16,Plain,Rural,0,59.318
SYN-00851,Synthetic Urban Infrastructure Project 00851,Urban Infrastructure,Irrigation Department,Odisha,ODI-02,NORMAL,8.9888,5.6537,68,45,8,2020-02-16,Plain,Urban,0,60.856
