project_id,scenario_ground_truth,total_snapshots,observation_start_date,observation_end_date,final_stage,delayed,delay_days,first_delay_day,delay_30_event_count,delay_60_event_count,delay_90_event_count,is_censored,synthetic_ground_truth_note
SYN-00391,NORMAL,12,2021-02-12,2022-01-08,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00392,NORMAL,12,2022-05-23,2023-04-18,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00393,DOCUMENTATION_DELAY,10,2020-02-04,2020-10-31,3D,1,111,159.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00394,NORMAL,8,2020-12-14,2021-07-12,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00395,MULTI_FACTOR_DELAY,13,2022-11-18,2023-11-13,3A,1,54,306.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00396,RECOVERY,11,2025-07-30,2026-05-26,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00397,MULTI_FACTOR_DELAY,15,2022-06-29,2023-08-23,3A,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00398,NORMAL,13,2022-05-20,2023-05-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00399,NORMAL,11,2025-09-08,2026-07-05,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00400,NORMAL,8,2022-01-21,2022-08-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00401,ADMINISTRATIVE_BOTTLENECK,12,2023-04-12,2024-03-07,3D,1,245,85.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00402,NORMAL,10,2024-04-14,2025-01-09,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00403,COMPENSATION_DELAY,14,2023-07-01,2024-07-25,3D,1,48,342.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00404,NORMAL,12,2022-04-27,2023-03-23,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00405,RNR_DELAY,14,2022-10-20,2023-11-14,3D,1,203,187.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00406,DOCUMENTATION_DELAY,12,2024-05-24,2025-04-19,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00407,ADMINISTRATIVE_BOTTLENECK,11,2019-05-11,2020-03-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00408,NORMAL,10,2022-05-03,2023-01-28,3D,1,148,122.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00409,DOCUMENTATION_DELAY,8,2019-09-14,2020-04-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00410,RNR_DELAY,15,2019-02-15,2020-04-10,3D,1,305,115.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00411,NORMAL,8,2024-01-10,2024-08-07,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00412,COMPENSATION_DELAY,8,2025-07-29,2026-02-24,3D,1,132,78.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00413,LEGAL_DELAY,10,2021-11-14,2022-08-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00414,NORMAL,8,2021-12-13,2022-07-11,3D,1,101,109.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00415,RNR_DELAY,12,2022-03-21,2023-02-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00416,RNR_DELAY,13,2019-06-22,2020-06-16,3D,1,167,193.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00417,COMPENSATION_DELAY,12,2019-12-20,2020-11-14,3D,1,168,162.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00418,NORMAL,8,2020-11-13,2021-06-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00419,MULTI_FACTOR_DELAY,10,2024-12-16,2025-09-12,3A,1,143,127.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00420,NORMAL,13,2023-06-20,2024-06-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00421,ADMINISTRATIVE_BOTTLENECK,12,2025-04-16,2026-03-12,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00422,NORMAL,13,2019-06-23,2020-06-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00423,MULTI_FACTOR_DELAY,13,2023-08-01,2024-07-26,3A,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00424,NORMAL,15,2022-07-21,2023-09-14,3D,1,239,181.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00425,NORMAL,15,2023-04-18,2024-06-11,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00426,NORMAL,8,2025-03-10,2025-10-06,3D,1,95,115.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00427,COMPENSATION_DELAY,11,2025-02-03,2025-11-30,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00428,NORMAL,11,2022-11-18,2023-09-14,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00429,ADMINISTRATIVE_BOTTLENECK,10,2023-11-14,2024-08-10,3D,1,91,179.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00430,RECOVERY,13,2024-10-12,2025-10-07,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00431,NORMAL,15,2022-08-18,2023-10-12,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00432,LEGAL_DELAY,12,2025-08-01,2026-06-27,3D,1,231,99.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00433,ADMINISTRATIVE_BOTTLENECK,13,2022-05-26,2023-05-21,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00434,COMPENSATION_DELAY,12,2025-11-29,2026-10-25,3D,1,158,172.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00435,ADMINISTRATIVE_BOTTLENECK,14,2022-07-15,2023-08-09,3D,1,44,346.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00436,NORMAL,11,2021-12-05,2022-10-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00437,NORMAL,8,2024-03-05,2024-10-01,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00438,ADMINISTRATIVE_BOTTLENECK,13,2024-07-25,2025-07-20,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00439,LEGAL_DELAY,9,2022-07-21,2023-03-18,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00440,NORMAL,14,2023-08-29,2024-09-22,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00441,NORMAL,8,2020-07-23,2021-02-18,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00442,MULTI_FACTOR_DELAY,11,2019-04-03,2020-01-28,3A,1,104,196.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00443,COMPENSATION_DELAY,10,2020-05-07,2021-02-01,3D,1,167,103.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00444,RNR_DELAY,14,2022-03-01,2023-03-26,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00445,MULTI_FACTOR_DELAY,8,2022-08-04,2023-03-02,3A,1,52,158.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00446,RNR_DELAY,12,2021-11-01,2022-09-27,3D,1,236,94.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00447,NORMAL,10,2025-10-01,2026-06-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00448,NORMAL,10,2022-10-05,2023-07-02,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00449,NORMAL,11,2023-05-22,2024-03-17,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00450,NORMAL,14,2023-06-05,2024-06-29,3D,1,237,153.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00451,DOCUMENTATION_DELAY,14,2019-10-09,2020-11-02,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00452,LEGAL_DELAY,12,2020-06-02,2021-04-28,3D,1,103,227.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00453,MULTI_FACTOR_DELAY,14,2025-04-14,2026-05-09,3A,1,295,95.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00454,RECOVERY,9,2019-08-14,2020-04-10,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00455,NORMAL,13,2023-12-10,2024-12-04,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00456,NORMAL,15,2022-01-19,2023-03-15,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00457,COMPENSATION_DELAY,14,2022-12-24,2024-01-18,3D,1,189,201.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00458,DOCUMENTATION_DELAY,10,2024-02-05,2024-11-01,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00459,MULTI_FACTOR_DELAY,10,2019-11-24,2020-08-20,3A,1,62,208.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00460,NORMAL,10,2020-06-03,2021-02-28,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00461,DOCUMENTATION_DELAY,13,2023-07-15,2024-07-09,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00462,COMPENSATION_DELAY,11,2019-08-19,2020-06-14,3D,1,118,182.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00463,NORMAL,8,2025-01-17,2025-08-15,3D,0,0,,0,0,0,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00464,LEGAL_DELAY,8,2025-02-08,2025-09-06,3D,0,0,,0,0,0,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00465,LEGAL_DELAY,10,2019-04-01,2019-12-27,3D,1,68,202.0,1,2,3,1,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
SYN-00466,NORMAL,15,2019-03-10,2020-05-03,3D,1,198,222.0,1,2,3,0,"Synthetic outcome generated for model development and pipeline testing only; not a legal, statutory, or empirical real-world benchmark."
